Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score,Opening Time,Closing Time
4186,Adelaida,Rosé,97.94,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.9,07:30,19:00
4187,Saxum,Dessert,11.44,G2 Vineyard,"California,USA",95.9,09:00,21:00
4188,Ledge Vineyards,White,15.39,Estate Grenache Blend,"California,USA",93.5,07:00,19:00
4189,J Dusi,White,52.71,Paper Street Zinfandel,"California,USA",98.5,07:00,19:00
4190,Turley,Dessert,65.57,Pesenti Vineyard Zinfandel,"California,USA",92.0,09:00,20:30
4191,LXV,Rosé,85.7,Meso Cabernet Sauvignon,"California,USA",88.7,09:00,20:30
4192,Tablas Creek,Rosé,67.33,Esprit de Tablas,"California,USA",83.6,07:00,18:00
4193,J Lohr,Sparkling,60.87,Cuvée St. E,"California,USA",98.8,07:30,19:00
4194,Daou,Fortified,27.9,Soul of a Lion,"California,USA",83.2,08:30,20:30
4195,Saxum,Sparkling,70.4,James Berry Vineyard Red,"California,USA",85.7,07:30,21:00
4196,Giornata,Fortified,62.69,Fiano,"California,USA",98.0,09:00,18:00
4197,Tablas Creek,Fortified,76.11,Patelin de Tablas,"California,USA",80.5,07:00,18:00
4198,Caliza,Red,88.49,Kän-krēt Grenache,"California,USA",91.5,09:00,18:00
4199,Patrimony,Fortified,44.06,Cabernet Sauvignon,"California,USA",88.4,08:00,19:00
4200,L'Aventure,Red,48.59,Estate Reserve,"California,USA",87.4,07:30,21:00
4201,Adelaida,Fortified,43.07,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",84.7,09:00,21:00
4202,Saxum,Dessert,37.8,G2 Vineyard,"California,USA",84.5,09:00,21:00
4203,Ledge Vineyards,Sparkling,42.88,Estate Grenache Blend,"California,USA",97.9,08:00,20:30
4204,J Dusi,White,77.72,Paper Street Zinfandel,"California,USA",95.5,08:30,19:00
4205,Turley,Sparkling,36.32,Pesenti Vineyard Zinfandel,"California,USA",91.1,08:30,17:00
4206,LXV,Dessert,31.14,Meso Cabernet Sauvignon,"California,USA",99.7,07:00,18:00
4207,Tablas Creek,Fortified,46.68,Esprit de Tablas,"California,USA",92.4,08:30,20:30
4208,J Lohr,Fortified,10.55,Cuvée St. E,"California,USA",85.0,07:00,17:00
4209,Daou,Fortified,57.78,Soul of a Lion,"California,USA",98.7,07:30,21:00
4210,Saxum,White,66.39,James Berry Vineyard Red,"California,USA",80.2,08:00,18:00
4211,Giornata,Sparkling,62.42,Fiano,"California,USA",87.3,08:30,18:00
4212,Tablas Creek,Rosé,66.33,Patelin de Tablas,"California,USA",80.5,07:00,18:00
4213,Caliza,Sparkling,40.08,Kän-krēt Grenache,"California,USA",81.3,07:30,19:00
4214,Patrimony,Sparkling,62.89,Cabernet Sauvignon,"California,USA",98.9,07:00,17:00
4215,L'Aventure,White,47.16,Estate Reserve,"California,USA",91.3,07:30,20:30
4216,Adelaida,Fortified,51.54,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.7,08:00,21:00
4217,Saxum,Red,91.91,G2 Vineyard,"California,USA",81.8,07:30,18:00
4218,Ledge Vineyards,White,14.65,Estate Grenache Blend,"California,USA",94.3,08:00,20:30
4219,J Dusi,White,94.58,Paper Street Zinfandel,"California,USA",90.0,07:30,17:00
4220,Turley,Sparkling,68.66,Pesenti Vineyard Zinfandel,"California,USA",94.6,08:00,21:00
4221,LXV,Rosé,61.15,Meso Cabernet Sauvignon,"California,USA",95.2,08:30,20:30
4222,Tablas Creek,Red,52.51,Esprit de Tablas,"California,USA",85.0,07:30,21:00
4223,J Lohr,Sparkling,89.64,Cuvée St. E,"California,USA",81.8,09:00,18:00
4224,Daou,Fortified,92.44,Soul of a Lion,"California,USA",95.8,08:00,21:00
4225,Saxum,Fortified,29.39,James Berry Vineyard Red,"California,USA",91.4,08:30,17:00
4226,Giornata,Red,42.46,Fiano,"California,USA",99.3,07:30,21:00
4227,Tablas Creek,Red,97.2,Patelin de Tablas,"California,USA",99.2,08:30,18:00
4228,Caliza,Rosé,58.11,Kän-krēt Grenache,"California,USA",82.7,08:30,21:00
4229,Patrimony,Rosé,15.27,Cabernet Sauvignon,"California,USA",80.1,07:30,19:00
4230,L'Aventure,White,94.87,Estate Reserve,"California,USA",93.0,09:00,17:00
4231,Adelaida,Dessert,18.81,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.7,08:00,17:00
4232,Saxum,Sparkling,47.08,G2 Vineyard,"California,USA",82.9,07:00,18:00
4233,Ledge Vineyards,Fortified,81.15,Estate Grenache Blend,"California,USA",87.3,09:00,20:30
4234,J Dusi,Red,35.45,Paper Street Zinfandel,"California,USA",80.9,07:30,20:30
4235,Turley,Sparkling,66.66,Pesenti Vineyard Zinfandel,"California,USA",99.6,07:00,21:00
4236,LXV,Rosé,19.32,Meso Cabernet Sauvignon,"California,USA",84.2,09:00,19:00
4237,Tablas Creek,Dessert,56.35,Esprit de Tablas,"California,USA",96.3,08:00,17:00
4238,J Lohr,Sparkling,74.3,Cuvée St. E,"California,USA",83.1,09:00,20:30
4239,Daou,Fortified,49.07,Soul of a Lion,"California,USA",80.2,08:00,20:30
4240,Saxum,Red,40.57,James Berry Vineyard Red,"California,USA",89.6,07:30,21:00
4241,Giornata,Fortified,45.66,Fiano,"California,USA",89.7,07:00,19:00
4242,Tablas Creek,Sparkling,67.21,Patelin de Tablas,"California,USA",92.9,08:00,17:00
4243,Caliza,Sparkling,85.06,Kän-krēt Grenache,"California,USA",81.2,07:00,18:00
4244,Patrimony,Rosé,91.56,Cabernet Sauvignon,"California,USA",89.9,07:00,21:00
4245,L'Aventure,Rosé,69.24,Estate Reserve,"California,USA",92.7,09:00,17:00
4246,Adelaida,Dessert,86.57,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",99.6,08:30,20:30
4247,Saxum,Fortified,12.91,G2 Vineyard,"California,USA",86.1,08:30,17:00
4248,Ledge Vineyards,Fortified,95.2,Estate Grenache Blend,"California,USA",88.6,07:00,20:30
4249,J Dusi,White,16.1,Paper Street Zinfandel,"California,USA",94.7,08:30,19:00
4250,Turley,Dessert,60.37,Pesenti Vineyard Zinfandel,"California,USA",93.1,07:00,20:30
4251,LXV,Fortified,56.18,Meso Cabernet Sauvignon,"California,USA",86.5,08:30,21:00
4252,Tablas Creek,Sparkling,74.76,Esprit de Tablas,"California,USA",93.5,07:00,21:00
4253,J Lohr,Sparkling,47.36,Cuvée St. E,"California,USA",99.6,09:00,18:00
4254,Daou,White,67.07,Soul of a Lion,"California,USA",89.6,09:00,21:00
4255,Saxum,Dessert,24.24,James Berry Vineyard Red,"California,USA",86.2,08:30,18:00
4256,Giornata,Sparkling,19.03,Fiano,"California,USA",99.8,08:00,17:00
4257,Tablas Creek,White,12.86,Patelin de Tablas,"California,USA",81.9,07:30,18:00
4258,Caliza,White,52.95,Kän-krēt Grenache,"California,USA",84.8,07:00,17:00
4259,Patrimony,Fortified,81.0,Cabernet Sauvignon,"California,USA",81.7,08:30,18:00
4260,L'Aventure,Sparkling,34.28,Estate Reserve,"California,USA",89.4,07:30,20:30
4261,Adelaida,Dessert,95.92,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.2,08:00,17:00
4262,Saxum,Dessert,68.26,G2 Vineyard,"California,USA",95.4,07:00,20:30
4263,Ledge Vineyards,Rosé,72.95,Estate Grenache Blend,"California,USA",96.6,08:00,20:30
4264,J Dusi,Fortified,29.57,Paper Street Zinfandel,"California,USA",99.7,08:00,18:00
4265,Turley,Red,59.5,Pesenti Vineyard Zinfandel,"California,USA",85.4,09:00,21:00
4266,LXV,Red,28.82,Meso Cabernet Sauvignon,"California,USA",97.4,09:00,20:30
4267,Tablas Creek,Dessert,12.69,Esprit de Tablas,"California,USA",85.2,09:00,19:00
4268,J Lohr,White,82.2,Cuvée St. E,"California,USA",85.3,09:00,21:00
4269,Daou,Red,46.57,Soul of a Lion,"California,USA",94.3,07:30,17:00
4270,Saxum,Rosé,43.91,James Berry Vineyard Red,"California,USA",88.7,09:00,20:30
4271,Giornata,Sparkling,90.49,Fiano,"California,USA",80.6,07:30,19:00
4272,Tablas Creek,Fortified,60.67,Patelin de Tablas,"California,USA",86.7,08:30,19:00
4273,Caliza,Rosé,49.47,Kän-krēt Grenache,"California,USA",85.7,07:00,21:00
4274,Patrimony,Sparkling,79.13,Cabernet Sauvignon,"California,USA",84.6,08:00,21:00
4275,L'Aventure,Rosé,70.3,Estate Reserve,"California,USA",97.5,07:30,18:00
4276,Adelaida,Dessert,66.65,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.3,07:30,20:30
4277,Saxum,Dessert,60.84,G2 Vineyard,"California,USA",90.1,07:00,20:30
4278,Ledge Vineyards,Red,13.21,Estate Grenache Blend,"California,USA",94.9,07:30,21:00
4279,J Dusi,Sparkling,31.07,Paper Street Zinfandel,"California,USA",87.0,07:00,18:00
4280,Turley,Fortified,92.06,Pesenti Vineyard Zinfandel,"California,USA",90.5,07:30,19:00
4281,LXV,White,66.1,Meso Cabernet Sauvignon,"California,USA",88.1,09:00,21:00
4282,Tablas Creek,Sparkling,93.15,Esprit de Tablas,"California,USA",91.2,08:30,18:00
4283,J Lohr,Sparkling,72.4,Cuvée St. E,"California,USA",89.8,07:30,19:00
4284,Daou,Fortified,88.02,Soul of a Lion,"California,USA",92.2,07:30,21:00
4285,Saxum,Dessert,19.53,James Berry Vineyard Red,"California,USA",98.5,07:30,21:00
4286,Giornata,Sparkling,10.7,Fiano,"California,USA",81.9,08:00,19:00
4287,Tablas Creek,Sparkling,41.59,Patelin de Tablas,"California,USA",97.6,09:00,21:00
4288,Caliza,Fortified,37.21,Kän-krēt Grenache,"California,USA",97.1,07:30,18:00
4289,Patrimony,White,43.78,Cabernet Sauvignon,"California,USA",94.7,08:00,19:00
4290,L'Aventure,Fortified,40.85,Estate Reserve,"California,USA",84.5,07:30,21:00
4291,Adelaida,Sparkling,88.85,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.5,09:00,19:00
4292,Saxum,Rosé,52.07,G2 Vineyard,"California,USA",85.4,09:00,19:00
4293,Ledge Vineyards,Red,62.1,Estate Grenache Blend,"California,USA",83.4,09:00,18:00
4294,J Dusi,Dessert,21.98,Paper Street Zinfandel,"California,USA",83.0,07:00,17:00
4295,Turley,Sparkling,85.58,Pesenti Vineyard Zinfandel,"California,USA",96.7,08:00,21:00
4296,LXV,Fortified,41.24,Meso Cabernet Sauvignon,"California,USA",91.4,08:00,18:00
4297,Tablas Creek,Fortified,89.68,Esprit de Tablas,"California,USA",90.0,07:00,20:30
4298,J Lohr,Red,79.33,Cuvée St. E,"California,USA",96.8,08:00,21:00
4299,Daou,Rosé,18.42,Soul of a Lion,"California,USA",96.9,07:00,20:30
4300,Saxum,Sparkling,79.43,James Berry Vineyard Red,"California,USA",91.5,08:30,17:00
4301,Giornata,White,33.03,Fiano,"California,USA",91.2,07:30,19:00
4302,Tablas Creek,Red,78.23,Patelin de Tablas,"California,USA",80.2,08:30,18:00
4303,Caliza,Sparkling,73.64,Kän-krēt Grenache,"California,USA",86.3,07:00,20:30
4304,Patrimony,Sparkling,65.14,Cabernet Sauvignon,"California,USA",87.7,09:00,18:00
4305,L'Aventure,Fortified,90.3,Estate Reserve,"California,USA",94.7,07:30,17:00
4306,Adelaida,White,12.79,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.6,07:30,21:00
4307,Saxum,Dessert,99.6,G2 Vineyard,"California,USA",99.2,09:00,21:00
4308,Ledge Vineyards,Red,23.59,Estate Grenache Blend,"California,USA",96.3,08:30,17:00
4309,J Dusi,Dessert,87.7,Paper Street Zinfandel,"California,USA",92.8,07:30,20:30
4310,Turley,Fortified,10.98,Pesenti Vineyard Zinfandel,"California,USA",96.7,08:30,21:00
4311,LXV,Dessert,49.56,Meso Cabernet Sauvignon,"California,USA",92.1,07:00,18:00
4312,Tablas Creek,Dessert,81.66,Esprit de Tablas,"California,USA",80.7,08:00,17:00
4313,J Lohr,White,92.16,Cuvée St. E,"California,USA",83.0,09:00,20:30
4314,Daou,Dessert,19.97,Soul of a Lion,"California,USA",87.5,08:30,17:00
4315,Saxum,White,66.66,James Berry Vineyard Red,"California,USA",88.9,08:30,17:00
4316,Giornata,White,22.85,Fiano,"California,USA",93.4,07:00,20:30
4317,Tablas Creek,Rosé,40.85,Patelin de Tablas,"California,USA",89.7,09:00,17:00
4318,Caliza,Rosé,73.73,Kän-krēt Grenache,"California,USA",98.8,08:00,21:00
4319,Patrimony,Rosé,24.26,Cabernet Sauvignon,"California,USA",92.0,08:30,21:00
4320,L'Aventure,Rosé,26.08,Estate Reserve,"California,USA",92.8,09:00,20:30
4321,Adelaida,Rosé,75.72,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.6,09:00,20:30
4322,Saxum,Rosé,28.62,G2 Vineyard,"California,USA",82.4,07:00,18:00
4323,Ledge Vineyards,Sparkling,46.74,Estate Grenache Blend,"California,USA",87.1,08:30,18:00
4324,J Dusi,Red,44.44,Paper Street Zinfandel,"California,USA",89.5,07:30,19:00
4325,Turley,Sparkling,60.42,Pesenti Vineyard Zinfandel,"California,USA",88.1,08:30,20:30
4326,LXV,Rosé,27.28,Meso Cabernet Sauvignon,"California,USA",83.4,09:00,18:00
4327,Tablas Creek,Red,71.18,Esprit de Tablas,"California,USA",82.7,07:30,17:00
4328,J Lohr,White,82.53,Cuvée St. E,"California,USA",85.6,09:00,20:30
4329,Daou,White,11.6,Soul of a Lion,"California,USA",95.8,07:30,19:00
4330,Saxum,White,19.9,James Berry Vineyard Red,"California,USA",85.5,09:00,19:00
4331,Giornata,Red,49.23,Fiano,"California,USA",94.0,08:00,18:00
4332,Tablas Creek,Red,13.2,Patelin de Tablas,"California,USA",99.0,08:30,17:00
4333,Caliza,Fortified,17.74,Kän-krēt Grenache,"California,USA",90.6,09:00,20:30
4334,Patrimony,Fortified,38.0,Cabernet Sauvignon,"California,USA",80.9,08:00,19:00
4335,L'Aventure,Rosé,32.82,Estate Reserve,"California,USA",80.5,09:00,19:00
4336,Adelaida,Red,68.17,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.9,07:30,19:00
4337,Saxum,Fortified,82.01,G2 Vineyard,"California,USA",94.6,07:30,20:30
4338,Ledge Vineyards,Fortified,84.46,Estate Grenache Blend,"California,USA",84.8,07:30,19:00
4339,J Dusi,Red,94.97,Paper Street Zinfandel,"California,USA",90.5,08:00,17:00
4340,Turley,Fortified,14.3,Pesenti Vineyard Zinfandel,"California,USA",86.3,09:00,18:00
4341,LXV,White,59.54,Meso Cabernet Sauvignon,"California,USA",92.3,09:00,17:00
4342,Tablas Creek,Fortified,60.11,Esprit de Tablas,"California,USA",98.6,08:30,19:00
4343,J Lohr,Fortified,17.57,Cuvée St. E,"California,USA",84.2,08:30,17:00
4344,Daou,Sparkling,82.02,Soul of a Lion,"California,USA",91.9,08:00,21:00
4345,Saxum,Sparkling,88.85,James Berry Vineyard Red,"California,USA",99.4,08:00,19:00
4346,Giornata,Fortified,88.23,Fiano,"California,USA",87.9,07:00,20:30
4347,Tablas Creek,White,79.39,Patelin de Tablas,"California,USA",89.2,08:30,18:00
4348,Caliza,Sparkling,91.89,Kän-krēt Grenache,"California,USA",94.6,07:00,18:00
4349,Patrimony,Fortified,33.44,Cabernet Sauvignon,"California,USA",98.4,09:00,19:00
4350,L'Aventure,White,67.23,Estate Reserve,"California,USA",97.5,09:00,19:00
4351,Adelaida,Red,61.48,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.4,07:30,20:30
4352,Saxum,Fortified,31.82,G2 Vineyard,"California,USA",90.4,07:00,17:00
4353,Ledge Vineyards,Sparkling,54.17,Estate Grenache Blend,"California,USA",87.7,07:00,19:00
4354,J Dusi,Red,20.95,Paper Street Zinfandel,"California,USA",85.9,09:00,18:00
4355,Turley,Rosé,34.74,Pesenti Vineyard Zinfandel,"California,USA",86.9,07:30,20:30
4356,LXV,Red,67.48,Meso Cabernet Sauvignon,"California,USA",85.1,07:00,19:00
4357,Tablas Creek,Dessert,35.63,Esprit de Tablas,"California,USA",87.9,07:00,17:00
4358,J Lohr,White,79.21,Cuvée St. E,"California,USA",96.5,09:00,17:00
4359,Daou,Rosé,36.45,Soul of a Lion,"California,USA",98.4,09:00,21:00
4360,Saxum,White,20.44,James Berry Vineyard Red,"California,USA",83.7,07:30,20:30
4361,Giornata,Rosé,45.68,Fiano,"California,USA",85.0,07:00,18:00
4362,Tablas Creek,Fortified,80.72,Patelin de Tablas,"California,USA",92.2,08:00,20:30
4363,Caliza,Rosé,47.92,Kän-krēt Grenache,"California,USA",89.8,08:00,21:00
4364,Patrimony,Rosé,73.38,Cabernet Sauvignon,"California,USA",99.5,07:30,20:30
4365,L'Aventure,Sparkling,55.24,Estate Reserve,"California,USA",97.3,07:00,20:30
4366,Adelaida,White,22.1,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",88.7,07:30,17:00
4367,Saxum,Rosé,51.55,G2 Vineyard,"California,USA",94.5,07:30,17:00
4368,Ledge Vineyards,Dessert,72.94,Estate Grenache Blend,"California,USA",97.1,08:00,20:30
4369,J Dusi,White,33.92,Paper Street Zinfandel,"California,USA",84.1,08:00,20:30
4370,Turley,Fortified,43.06,Pesenti Vineyard Zinfandel,"California,USA",88.7,07:30,18:00
4371,LXV,Sparkling,83.54,Meso Cabernet Sauvignon,"California,USA",96.0,08:30,21:00
4372,Tablas Creek,Rosé,38.46,Esprit de Tablas,"California,USA",86.9,09:00,19:00
4373,J Lohr,Sparkling,79.85,Cuvée St. E,"California,USA",96.1,07:00,21:00
4374,Daou,Sparkling,36.49,Soul of a Lion,"California,USA",83.6,09:00,18:00
4375,Saxum,White,58.0,James Berry Vineyard Red,"California,USA",97.0,08:30,19:00
4376,Giornata,Sparkling,61.34,Fiano,"California,USA",87.6,07:30,19:00
4377,Tablas Creek,Fortified,86.8,Patelin de Tablas,"California,USA",88.0,07:00,17:00
4378,Caliza,Dessert,41.63,Kän-krēt Grenache,"California,USA",94.6,07:30,18:00
4379,Patrimony,Dessert,60.14,Cabernet Sauvignon,"California,USA",85.5,07:30,17:00
4380,L'Aventure,Rosé,40.71,Estate Reserve,"California,USA",91.5,08:30,20:30
4381,Adelaida,Sparkling,36.17,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.1,09:00,21:00
4382,Saxum,Sparkling,98.03,G2 Vineyard,"California,USA",96.2,08:30,18:00
4383,Ledge Vineyards,Dessert,71.34,Estate Grenache Blend,"California,USA",87.7,07:30,20:30
4384,J Dusi,Fortified,64.59,Paper Street Zinfandel,"California,USA",81.7,09:00,21:00
4385,Turley,Red,29.25,Pesenti Vineyard Zinfandel,"California,USA",81.6,08:00,21:00
4386,LXV,White,13.36,Meso Cabernet Sauvignon,"California,USA",82.9,09:00,21:00
4387,Tablas Creek,Sparkling,23.57,Esprit de Tablas,"California,USA",91.7,08:30,17:00
4388,J Lohr,Sparkling,67.02,Cuvée St. E,"California,USA",82.8,07:00,18:00
4389,Daou,Sparkling,50.14,Soul of a Lion,"California,USA",95.0,09:00,17:00
4390,Saxum,White,27.85,James Berry Vineyard Red,"California,USA",88.9,09:00,20:30
4391,Giornata,Sparkling,73.86,Fiano,"California,USA",96.0,09:00,18:00
4392,Tablas Creek,Fortified,92.53,Patelin de Tablas,"California,USA",80.9,09:00,19:00
4393,Caliza,Fortified,47.93,Kän-krēt Grenache,"California,USA",98.7,09:00,18:00
4394,Patrimony,Fortified,36.45,Cabernet Sauvignon,"California,USA",95.0,07:30,19:00
4395,L'Aventure,Red,57.6,Estate Reserve,"California,USA",99.9,08:00,17:00
4396,Adelaida,Red,46.99,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.1,08:30,21:00
4397,Saxum,Rosé,71.07,G2 Vineyard,"California,USA",87.6,08:30,20:30
4398,Ledge Vineyards,Rosé,64.84,Estate Grenache Blend,"California,USA",86.8,07:30,17:00
4399,J Dusi,Rosé,87.0,Paper Street Zinfandel,"California,USA",94.6,09:00,20:30
4400,Turley,White,41.18,Pesenti Vineyard Zinfandel,"California,USA",96.5,07:00,19:00
4401,LXV,Rosé,74.43,Meso Cabernet Sauvignon,"California,USA",95.7,09:00,18:00
4402,Tablas Creek,Red,72.55,Esprit de Tablas,"California,USA",90.6,08:30,21:00
4403,J Lohr,Fortified,50.61,Cuvée St. E,"California,USA",90.2,08:30,20:30
4404,Daou,White,35.52,Soul of a Lion,"California,USA",90.3,07:30,18:00
4405,Saxum,Dessert,40.76,James Berry Vineyard Red,"California,USA",89.1,07:00,18:00
4406,Giornata,Dessert,98.31,Fiano,"California,USA",91.5,08:00,19:00
4407,Tablas Creek,Dessert,98.37,Patelin de Tablas,"California,USA",96.1,07:30,17:00
4408,Caliza,Rosé,77.86,Kän-krēt Grenache,"California,USA",98.6,07:30,19:00
4409,Patrimony,Red,27.39,Cabernet Sauvignon,"California,USA",81.8,07:00,17:00
4410,L'Aventure,Sparkling,11.3,Estate Reserve,"California,USA",91.3,07:00,20:30
4411,Adelaida,Rosé,27.38,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",93.2,08:00,20:30
4412,Saxum,Rosé,58.39,G2 Vineyard,"California,USA",91.4,07:30,17:00
4413,Ledge Vineyards,Dessert,17.85,Estate Grenache Blend,"California,USA",87.1,09:00,21:00
4414,J Dusi,Fortified,41.68,Paper Street Zinfandel,"California,USA",94.9,07:00,17:00
4415,Turley,Dessert,10.72,Pesenti Vineyard Zinfandel,"California,USA",90.7,07:30,20:30
4416,LXV,Sparkling,21.95,Meso Cabernet Sauvignon,"California,USA",99.1,07:30,19:00
4417,Tablas Creek,Rosé,19.71,Esprit de Tablas,"California,USA",84.1,07:00,18:00
4418,J Lohr,White,87.5,Cuvée St. E,"California,USA",99.6,08:30,21:00
4419,Daou,Dessert,39.43,Soul of a Lion,"California,USA",98.0,08:00,19:00
4420,Saxum,White,70.39,James Berry Vineyard Red,"California,USA",85.8,09:00,20:30
4421,Giornata,Red,38.38,Fiano,"California,USA",82.2,07:30,20:30
4422,Tablas Creek,Fortified,42.09,Patelin de Tablas,"California,USA",92.1,08:00,21:00
4423,Caliza,Red,38.97,Kän-krēt Grenache,"California,USA",89.7,09:00,19:00
4424,Patrimony,Sparkling,28.02,Cabernet Sauvignon,"California,USA",83.1,07:30,19:00
4425,L'Aventure,Rosé,45.86,Estate Reserve,"California,USA",81.4,08:30,17:00
4426,Adelaida,Rosé,20.11,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.8,07:00,21:00
4427,Saxum,White,69.7,G2 Vineyard,"California,USA",96.8,09:00,19:00
4428,Ledge Vineyards,White,92.75,Estate Grenache Blend,"California,USA",97.8,07:30,17:00
4429,J Dusi,Dessert,22.52,Paper Street Zinfandel,"California,USA",81.9,08:30,17:00
4430,Turley,Dessert,84.7,Pesenti Vineyard Zinfandel,"California,USA",95.0,09:00,19:00
4431,LXV,Red,58.78,Meso Cabernet Sauvignon,"California,USA",80.6,07:00,18:00
4432,Tablas Creek,Sparkling,76.34,Esprit de Tablas,"California,USA",91.2,07:00,18:00
4433,J Lohr,White,48.18,Cuvée St. E,"California,USA",81.8,07:30,20:30
4434,Daou,Rosé,69.25,Soul of a Lion,"California,USA",82.3,09:00,21:00
4435,Saxum,Fortified,20.76,James Berry Vineyard Red,"California,USA",90.2,08:30,17:00
4436,Giornata,Rosé,48.94,Fiano,"California,USA",87.4,09:00,18:00
4437,Tablas Creek,White,35.55,Patelin de Tablas,"California,USA",89.1,08:00,17:00
4438,Caliza,White,18.24,Kän-krēt Grenache,"California,USA",91.3,09:00,19:00
4439,Patrimony,Rosé,32.54,Cabernet Sauvignon,"California,USA",90.7,07:00,21:00
4440,L'Aventure,Red,28.59,Estate Reserve,"California,USA",95.9,08:00,18:00
4441,Adelaida,Red,99.28,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.8,09:00,17:00
4442,Saxum,Sparkling,47.16,G2 Vineyard,"California,USA",98.1,08:30,18:00
4443,Ledge Vineyards,Dessert,54.77,Estate Grenache Blend,"California,USA",83.8,07:00,17:00
4444,J Dusi,White,34.81,Paper Street Zinfandel,"California,USA",87.2,07:30,17:00
4445,Turley,Fortified,22.57,Pesenti Vineyard Zinfandel,"California,USA",87.9,07:00,19:00
4446,LXV,White,31.28,Meso Cabernet Sauvignon,"California,USA",95.6,07:00,17:00
4447,Tablas Creek,Sparkling,86.04,Esprit de Tablas,"California,USA",95.6,08:30,18:00
4448,J Lohr,White,17.55,Cuvée St. E,"California,USA",90.2,08:30,17:00
4449,Daou,White,92.49,Soul of a Lion,"California,USA",99.8,07:00,17:00
4450,Saxum,White,84.54,James Berry Vineyard Red,"California,USA",92.1,09:00,21:00
4451,Giornata,Sparkling,41.25,Fiano,"California,USA",91.3,07:30,19:00
4452,Tablas Creek,Fortified,52.45,Patelin de Tablas,"California,USA",90.6,08:30,19:00
4453,Caliza,Red,82.49,Kän-krēt Grenache,"California,USA",81.8,07:30,18:00
4454,Patrimony,Red,18.63,Cabernet Sauvignon,"California,USA",80.8,07:00,18:00
4455,L'Aventure,Rosé,21.66,Estate Reserve,"California,USA",93.7,07:30,20:30
4456,Adelaida,White,85.2,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.4,08:30,17:00
4457,Saxum,Dessert,55.3,G2 Vineyard,"California,USA",86.9,08:30,20:30
4458,Ledge Vineyards,Sparkling,56.81,Estate Grenache Blend,"California,USA",96.4,07:30,17:00
4459,J Dusi,Sparkling,14.54,Paper Street Zinfandel,"California,USA",80.4,09:00,21:00
4460,Turley,White,39.32,Pesenti Vineyard Zinfandel,"California,USA",81.1,08:30,19:00
4461,LXV,Fortified,19.55,Meso Cabernet Sauvignon,"California,USA",93.1,09:00,21:00
4462,Tablas Creek,Red,79.12,Esprit de Tablas,"California,USA",87.6,07:00,19:00
4463,J Lohr,Sparkling,72.76,Cuvée St. E,"California,USA",98.9,07:30,21:00
4464,Daou,White,22.17,Soul of a Lion,"California,USA",85.8,08:00,19:00
4465,Saxum,Dessert,34.61,James Berry Vineyard Red,"California,USA",93.2,07:30,21:00
4466,Giornata,Dessert,49.41,Fiano,"California,USA",90.0,07:30,21:00
4467,Tablas Creek,Dessert,62.12,Patelin de Tablas,"California,USA",87.0,09:00,19:00
4468,Caliza,Sparkling,90.36,Kän-krēt Grenache,"California,USA",93.6,08:00,19:00
4469,Patrimony,Fortified,37.85,Cabernet Sauvignon,"California,USA",87.4,08:30,20:30
4470,L'Aventure,Dessert,34.65,Estate Reserve,"California,USA",95.0,07:30,19:00
4471,Adelaida,Rosé,35.17,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.0,08:30,21:00
4472,Saxum,Sparkling,87.11,G2 Vineyard,"California,USA",85.9,08:00,20:30
4473,Ledge Vineyards,Rosé,34.74,Estate Grenache Blend,"California,USA",95.1,07:00,21:00
4474,J Dusi,Dessert,71.7,Paper Street Zinfandel,"California,USA",93.1,09:00,19:00
4475,Turley,Sparkling,77.01,Pesenti Vineyard Zinfandel,"California,USA",82.4,07:00,21:00
4476,LXV,Dessert,93.93,Meso Cabernet Sauvignon,"California,USA",84.9,07:30,21:00
4477,Tablas Creek,Fortified,84.57,Esprit de Tablas,"California,USA",83.8,09:00,18:00
4478,J Lohr,Sparkling,60.63,Cuvée St. E,"California,USA",88.2,08:30,20:30
4479,Daou,Rosé,15.84,Soul of a Lion,"California,USA",89.3,07:30,18:00
4480,Saxum,Red,63.98,James Berry Vineyard Red,"California,USA",90.3,07:30,19:00
4481,Giornata,Fortified,28.08,Fiano,"California,USA",95.3,07:30,17:00
