Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score
2700,L'Aventure,White,59.57,Estate Reserve,"California,USA",84.1
2701,Adelaida,Rosé,47.19,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",99.1
2702,Saxum,Red,30.37,G2 Vineyard,"California,USA",82.8
2703,Ledge Vineyards,Fortified,15.66,Estate Grenache Blend,"California,USA",84.6
2704,J Dusi,White,16.02,Paper Street Zinfandel,"California,USA",85.1
2705,Turley,Dessert,20.77,Pesenti Vineyard Zinfandel,"California,USA",96.6
2706,LXV,Rosé,52.34,Meso Cabernet Sauvignon,"California,USA",89.2
2707,Tablas Creek,Fortified,60.24,Esprit de Tablas,"California,USA",88.2
2708,J Lohr,Red,37.64,Cuvée St. E,"California,USA",97.9
2709,Daou,Red,46.42,Soul of a Lion,"California,USA",81.4
2710,Saxum,White,58.5,James Berry Vineyard Red,"California,USA",87.7
2711,Giornata,Fortified,75.87,Fiano,"California,USA",85.8
2712,Tablas Creek,Fortified,96.72,Patelin de Tablas,"California,USA",89.7
2713,Caliza,Rosé,76.31,Kän-krēt Grenache,"California,USA",86.4
2714,Patrimony,White,42.39,Cabernet Sauvignon,"California,USA",98.2
2715,L'Aventure,White,58.28,Estate Reserve,"California,USA",92.5
2716,Adelaida,Fortified,97.38,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.2
2717,Saxum,Dessert,95.08,G2 Vineyard,"California,USA",91.9
2718,Ledge Vineyards,Red,76.13,Estate Grenache Blend,"California,USA",96.4
2719,J Dusi,Fortified,87.51,Paper Street Zinfandel,"California,USA",99.3
2720,Turley,Red,23.84,Pesenti Vineyard Zinfandel,"California,USA",92.3
2721,LXV,White,35.19,Meso Cabernet Sauvignon,"California,USA",82.9
2722,Tablas Creek,White,66.87,Esprit de Tablas,"California,USA",95.8
2723,J Lohr,Sparkling,64.93,Cuvée St. E,"California,USA",85.3
2724,Daou,Sparkling,23.1,Soul of a Lion,"California,USA",82.6
2725,Saxum,White,40.81,James Berry Vineyard Red,"California,USA",86.8
2726,Giornata,Rosé,93.26,Fiano,"California,USA",83.4
2727,Tablas Creek,Rosé,52.0,Patelin de Tablas,"California,USA",82.6
2728,Caliza,Dessert,10.27,Kän-krēt Grenache,"California,USA",89.5
2729,Patrimony,White,45.11,Cabernet Sauvignon,"California,USA",85.9
2730,L'Aventure,Fortified,61.01,Estate Reserve,"California,USA",81.0
2731,Adelaida,White,25.75,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.0
2732,Saxum,Dessert,70.77,G2 Vineyard,"California,USA",88.4
2733,Ledge Vineyards,Red,89.87,Estate Grenache Blend,"California,USA",94.4
2734,J Dusi,Fortified,48.3,Paper Street Zinfandel,"California,USA",82.5
2735,Turley,Red,18.39,Pesenti Vineyard Zinfandel,"California,USA",87.4
2736,LXV,Dessert,14.02,Meso Cabernet Sauvignon,"California,USA",88.2
2737,Tablas Creek,Sparkling,79.26,Esprit de Tablas,"California,USA",84.7
2738,J Lohr,Fortified,52.39,Cuvée St. E,"California,USA",98.1
2739,Daou,Dessert,42.84,Soul of a Lion,"California,USA",87.3
2740,Saxum,White,63.18,James Berry Vineyard Red,"California,USA",83.5
2741,Giornata,Dessert,84.21,Fiano,"California,USA",80.8
2742,Tablas Creek,Dessert,62.72,Patelin de Tablas,"California,USA",87.7
2743,Caliza,White,92.76,Kän-krēt Grenache,"California,USA",86.8
2744,Patrimony,Sparkling,55.77,Cabernet Sauvignon,"California,USA",97.5
2745,L'Aventure,Rosé,72.24,Estate Reserve,"California,USA",98.9
2746,Adelaida,Fortified,12.0,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.2
2747,Saxum,Red,26.79,G2 Vineyard,"California,USA",91.1
2748,Ledge Vineyards,Rosé,35.99,Estate Grenache Blend,"California,USA",95.0
2749,J Dusi,White,68.18,Paper Street Zinfandel,"California,USA",88.7
2750,Turley,White,25.7,Pesenti Vineyard Zinfandel,"California,USA",83.0
2751,LXV,Dessert,85.06,Meso Cabernet Sauvignon,"California,USA",83.8
2752,Tablas Creek,Sparkling,85.42,Esprit de Tablas,"California,USA",99.4
2753,J Lohr,White,62.19,Cuvée St. E,"California,USA",98.9
2754,Daou,Rosé,99.08,Soul of a Lion,"California,USA",96.7
2755,Saxum,Rosé,71.23,James Berry Vineyard Red,"California,USA",86.0
2756,Giornata,Red,42.68,Fiano,"California,USA",86.1
2757,Tablas Creek,Fortified,53.19,Patelin de Tablas,"California,USA",93.9
2758,Caliza,Fortified,79.79,Kän-krēt Grenache,"California,USA",94.1
2759,Patrimony,Rosé,47.67,Cabernet Sauvignon,"California,USA",82.5
2760,L'Aventure,White,85.61,Estate Reserve,"California,USA",83.2
2761,Adelaida,Sparkling,67.29,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",93.1
2762,Saxum,Dessert,56.17,G2 Vineyard,"California,USA",85.2
2763,Ledge Vineyards,White,61.25,Estate Grenache Blend,"California,USA",86.4
2764,J Dusi,White,88.64,Paper Street Zinfandel,"California,USA",93.4
2765,Turley,White,80.82,Pesenti Vineyard Zinfandel,"California,USA",86.5
2766,LXV,Red,73.56,Meso Cabernet Sauvignon,"California,USA",80.5
2767,Tablas Creek,Red,99.4,Esprit de Tablas,"California,USA",97.5
2768,J Lohr,Fortified,20.11,Cuvée St. E,"California,USA",92.7
2769,Daou,Rosé,23.25,Soul of a Lion,"California,USA",88.5
2770,Saxum,White,39.33,James Berry Vineyard Red,"California,USA",88.2
2771,Giornata,Fortified,72.12,Fiano,"California,USA",86.6
2772,Tablas Creek,Sparkling,61.78,Patelin de Tablas,"California,USA",92.3
2773,Caliza,Dessert,53.86,Kän-krēt Grenache,"California,USA",95.2
2774,Patrimony,Red,22.43,Cabernet Sauvignon,"California,USA",80.6
2775,L'Aventure,Rosé,39.96,Estate Reserve,"California,USA",94.3
2776,Adelaida,Fortified,16.31,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.4
2777,Saxum,Red,26.39,G2 Vineyard,"California,USA",89.7
2778,Ledge Vineyards,Dessert,22.48,Estate Grenache Blend,"California,USA",94.0
2779,J Dusi,Dessert,53.57,Paper Street Zinfandel,"California,USA",96.4
2780,Turley,White,76.36,Pesenti Vineyard Zinfandel,"California,USA",90.3
2781,LXV,White,66.64,Meso Cabernet Sauvignon,"California,USA",98.3
2782,Tablas Creek,Rosé,93.6,Esprit de Tablas,"California,USA",83.0
2783,J Lohr,Red,92.43,Cuvée St. E,"California,USA",92.8
2784,Daou,Rosé,15.54,Soul of a Lion,"California,USA",93.4
2785,Saxum,Sparkling,66.51,James Berry Vineyard Red,"California,USA",95.9
2786,Giornata,Fortified,96.18,Fiano,"California,USA",88.0
2787,Tablas Creek,Red,54.22,Patelin de Tablas,"California,USA",98.4
2788,Caliza,White,92.39,Kän-krēt Grenache,"California,USA",96.3
2789,Patrimony,Fortified,26.75,Cabernet Sauvignon,"California,USA",84.9
2790,L'Aventure,Fortified,82.79,Estate Reserve,"California,USA",83.5
2791,Adelaida,Rosé,39.26,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.4
2792,Saxum,Red,64.22,G2 Vineyard,"California,USA",90.3
2793,Ledge Vineyards,Red,43.18,Estate Grenache Blend,"California,USA",94.9
2794,J Dusi,Fortified,54.86,Paper Street Zinfandel,"California,USA",90.0
2795,Turley,Red,84.97,Pesenti Vineyard Zinfandel,"California,USA",83.5
2796,LXV,Fortified,61.46,Meso Cabernet Sauvignon,"California,USA",87.4
2797,Tablas Creek,White,76.88,Esprit de Tablas,"California,USA",99.6
2798,J Lohr,Red,31.7,Cuvée St. E,"California,USA",81.3
2799,Daou,Rosé,10.46,Soul of a Lion,"California,USA",95.9
2800,Saxum,White,89.59,James Berry Vineyard Red,"California,USA",95.4
2801,Giornata,Sparkling,37.27,Fiano,"California,USA",83.9
2802,Tablas Creek,Sparkling,87.22,Patelin de Tablas,"California,USA",95.7
2803,Caliza,White,21.01,Kän-krēt Grenache,"California,USA",90.8
2804,Patrimony,Sparkling,34.1,Cabernet Sauvignon,"California,USA",95.7
2805,L'Aventure,Sparkling,33.82,Estate Reserve,"California,USA",82.3
2806,Adelaida,Rosé,87.89,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.0
2807,Saxum,Fortified,64.79,G2 Vineyard,"California,USA",99.4
2808,Ledge Vineyards,Red,41.8,Estate Grenache Blend,"California,USA",91.4
2809,J Dusi,Rosé,77.34,Paper Street Zinfandel,"California,USA",93.0
2810,Turley,Rosé,85.23,Pesenti Vineyard Zinfandel,"California,USA",87.8
2811,LXV,Red,15.15,Meso Cabernet Sauvignon,"California,USA",84.8
2812,Tablas Creek,Sparkling,97.98,Esprit de Tablas,"California,USA",81.3
2813,J Lohr,Red,29.02,Cuvée St. E,"California,USA",82.3
2814,Daou,Rosé,55.05,Soul of a Lion,"California,USA",81.0
2815,Saxum,Red,60.99,James Berry Vineyard Red,"California,USA",87.5
2816,Giornata,Red,12.97,Fiano,"California,USA",93.1
2817,Tablas Creek,Rosé,37.56,Patelin de Tablas,"California,USA",86.1
2818,Caliza,Red,61.48,Kän-krēt Grenache,"California,USA",85.8
2819,Patrimony,Red,66.82,Cabernet Sauvignon,"California,USA",87.5
2820,L'Aventure,Fortified,22.59,Estate Reserve,"California,USA",88.3
2821,Adelaida,White,51.82,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",82.0
2822,Saxum,Sparkling,98.42,G2 Vineyard,"California,USA",84.7
2823,Ledge Vineyards,Fortified,65.34,Estate Grenache Blend,"California,USA",85.5
2824,J Dusi,Dessert,36.25,Paper Street Zinfandel,"California,USA",82.6
2825,Turley,Red,58.44,Pesenti Vineyard Zinfandel,"California,USA",85.2
2826,LXV,Fortified,38.71,Meso Cabernet Sauvignon,"California,USA",80.5
2827,Tablas Creek,Red,95.97,Esprit de Tablas,"California,USA",95.4
2828,J Lohr,Fortified,38.45,Cuvée St. E,"California,USA",84.1
2829,Daou,Red,27.7,Soul of a Lion,"California,USA",92.8
2830,Saxum,White,75.98,James Berry Vineyard Red,"California,USA",91.9
2831,Giornata,White,48.84,Fiano,"California,USA",99.2
2832,Tablas Creek,Rosé,28.07,Patelin de Tablas,"California,USA",90.4
2833,Caliza,Rosé,92.58,Kän-krēt Grenache,"California,USA",80.6
2834,Patrimony,Rosé,13.87,Cabernet Sauvignon,"California,USA",81.3
2835,L'Aventure,Rosé,86.85,Estate Reserve,"California,USA",88.7
2836,Adelaida,Rosé,85.65,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",83.1
2837,Saxum,Sparkling,89.09,G2 Vineyard,"California,USA",81.4
2838,Ledge Vineyards,Fortified,89.27,Estate Grenache Blend,"California,USA",96.1
2839,J Dusi,Fortified,81.1,Paper Street Zinfandel,"California,USA",99.0
2840,Turley,Fortified,87.68,Pesenti Vineyard Zinfandel,"California,USA",86.0
2841,LXV,Red,18.09,Meso Cabernet Sauvignon,"California,USA",90.0
2842,Tablas Creek,Dessert,91.62,Esprit de Tablas,"California,USA",86.6
2843,J Lohr,Dessert,75.65,Cuvée St. E,"California,USA",94.7
2844,Daou,Red,53.28,Soul of a Lion,"California,USA",99.9
2845,Saxum,Sparkling,10.21,James Berry Vineyard Red,"California,USA",80.1
2846,Giornata,Rosé,48.9,Fiano,"California,USA",82.5
2847,Tablas Creek,Fortified,16.71,Patelin de Tablas,"California,USA",97.0
2848,Caliza,Sparkling,75.27,Kän-krēt Grenache,"California,USA",97.1
2849,Patrimony,Red,11.1,Cabernet Sauvignon,"California,USA",80.2
2850,L'Aventure,Rosé,78.56,Estate Reserve,"California,USA",99.1
2851,Adelaida,Dessert,88.84,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.3
2852,Saxum,Dessert,46.8,G2 Vineyard,"California,USA",98.3
2853,Ledge Vineyards,Sparkling,76.25,Estate Grenache Blend,"California,USA",85.9
2854,J Dusi,Fortified,81.6,Paper Street Zinfandel,"California,USA",95.9
2855,Turley,White,94.5,Pesenti Vineyard Zinfandel,"California,USA",92.1
2856,LXV,Sparkling,17.77,Meso Cabernet Sauvignon,"California,USA",84.1
2857,Tablas Creek,Fortified,37.38,Esprit de Tablas,"California,USA",85.3
2858,J Lohr,Dessert,60.23,Cuvée St. E,"California,USA",91.6
2859,Daou,White,55.18,Soul of a Lion,"California,USA",85.4
2860,Saxum,Dessert,30.43,James Berry Vineyard Red,"California,USA",86.4
2861,Giornata,Red,12.94,Fiano,"California,USA",86.8
2862,Tablas Creek,Rosé,46.6,Patelin de Tablas,"California,USA",86.3
2863,Caliza,Sparkling,68.74,Kän-krēt Grenache,"California,USA",86.6
2864,Patrimony,Sparkling,23.06,Cabernet Sauvignon,"California,USA",87.8
2865,L'Aventure,Sparkling,60.4,Estate Reserve,"California,USA",91.2
2866,Adelaida,White,25.04,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.8
2867,Saxum,Red,29.15,G2 Vineyard,"California,USA",95.2
2868,Ledge Vineyards,Red,40.78,Estate Grenache Blend,"California,USA",80.3
2869,J Dusi,Rosé,55.78,Paper Street Zinfandel,"California,USA",95.1
2870,Turley,White,10.46,Pesenti Vineyard Zinfandel,"California,USA",80.7
2871,LXV,Rosé,10.68,Meso Cabernet Sauvignon,"California,USA",90.0
2872,Tablas Creek,Rosé,42.72,Esprit de Tablas,"California,USA",93.9
2873,J Lohr,Red,71.75,Cuvée St. E,"California,USA",96.0
2874,Daou,Sparkling,75.21,Soul of a Lion,"California,USA",96.8
2875,Saxum,Sparkling,95.18,James Berry Vineyard Red,"California,USA",86.3
2876,Giornata,White,65.78,Fiano,"California,USA",91.0
2877,Tablas Creek,White,22.45,Patelin de Tablas,"California,USA",91.8
2878,Caliza,Rosé,10.05,Kän-krēt Grenache,"California,USA",94.3
2879,Patrimony,Rosé,28.51,Cabernet Sauvignon,"California,USA",94.0
2880,L'Aventure,Fortified,83.44,Estate Reserve,"California,USA",97.0
2881,Adelaida,Rosé,39.2,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",93.5
2882,Saxum,Dessert,72.77,G2 Vineyard,"California,USA",99.0
2883,Ledge Vineyards,Rosé,40.21,Estate Grenache Blend,"California,USA",94.7
2884,J Dusi,White,43.35,Paper Street Zinfandel,"California,USA",85.7
2885,Turley,Dessert,90.95,Pesenti Vineyard Zinfandel,"California,USA",85.6
2886,LXV,Sparkling,36.58,Meso Cabernet Sauvignon,"California,USA",88.9
2887,Tablas Creek,Rosé,37.0,Esprit de Tablas,"California,USA",98.0
2888,J Lohr,Rosé,95.59,Cuvée St. E,"California,USA",91.3
2889,Daou,Dessert,45.11,Soul of a Lion,"California,USA",85.1
2890,Saxum,Red,20.6,James Berry Vineyard Red,"California,USA",87.8
2891,Giornata,Rosé,43.56,Fiano,"California,USA",84.8
2892,Tablas Creek,Dessert,13.86,Patelin de Tablas,"California,USA",86.3
2893,Caliza,Red,36.1,Kän-krēt Grenache,"California,USA",88.8
2894,Patrimony,Dessert,30.24,Cabernet Sauvignon,"California,USA",97.6
2895,L'Aventure,Rosé,79.99,Estate Reserve,"California,USA",88.6
2896,Adelaida,Rosé,88.29,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.2
2897,Saxum,Dessert,38.51,G2 Vineyard,"California,USA",96.6
2898,Ledge Vineyards,Red,50.48,Estate Grenache Blend,"California,USA",98.3
2899,J Dusi,Red,35.83,Paper Street Zinfandel,"California,USA",89.5
2900,Turley,Rosé,17.12,Pesenti Vineyard Zinfandel,"California,USA",91.5
2901,LXV,White,75.95,Meso Cabernet Sauvignon,"California,USA",95.9
2902,Tablas Creek,Sparkling,24.57,Esprit de Tablas,"California,USA",95.0
2903,J Lohr,Sparkling,93.92,Cuvée St. E,"California,USA",90.7
2904,Daou,White,22.63,Soul of a Lion,"California,USA",94.3
2905,Saxum,Rosé,68.01,James Berry Vineyard Red,"California,USA",81.9
2906,Giornata,White,65.22,Fiano,"California,USA",85.8
2907,Tablas Creek,Sparkling,82.46,Patelin de Tablas,"California,USA",94.4
2908,Caliza,Fortified,74.3,Kän-krēt Grenache,"California,USA",91.8
2909,Patrimony,Rosé,55.2,Cabernet Sauvignon,"California,USA",98.0
2910,L'Aventure,Rosé,54.62,Estate Reserve,"California,USA",92.3
2911,Adelaida,Fortified,40.76,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.3
2912,Saxum,Fortified,78.77,G2 Vineyard,"California,USA",91.0
2913,Ledge Vineyards,Dessert,45.3,Estate Grenache Blend,"California,USA",94.4
2914,J Dusi,White,66.26,Paper Street Zinfandel,"California,USA",94.5
2915,Turley,White,37.04,Pesenti Vineyard Zinfandel,"California,USA",86.3
2916,LXV,Sparkling,45.53,Meso Cabernet Sauvignon,"California,USA",82.4
2917,Tablas Creek,Sparkling,86.22,Esprit de Tablas,"California,USA",83.0
2918,J Lohr,Sparkling,39.9,Cuvée St. E,"California,USA",97.1
2919,Daou,Red,86.92,Soul of a Lion,"California,USA",90.6
2920,Saxum,Rosé,26.5,James Berry Vineyard Red,"California,USA",94.0
2921,Giornata,Dessert,92.72,Fiano,"California,USA",90.0
2922,Tablas Creek,Sparkling,92.41,Patelin de Tablas,"California,USA",87.8
2923,Caliza,Fortified,46.06,Kän-krēt Grenache,"California,USA",81.0
2924,Patrimony,Rosé,85.59,Cabernet Sauvignon,"California,USA",83.2
2925,L'Aventure,White,96.26,Estate Reserve,"California,USA",80.2
2926,Adelaida,Sparkling,32.94,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",93.9
2927,Saxum,Rosé,44.44,G2 Vineyard,"California,USA",97.3
2928,Ledge Vineyards,Dessert,62.09,Estate Grenache Blend,"California,USA",89.4
2929,J Dusi,Dessert,74.85,Paper Street Zinfandel,"California,USA",86.8
2930,Turley,Fortified,16.88,Pesenti Vineyard Zinfandel,"California,USA",90.1
2931,LXV,Sparkling,49.96,Meso Cabernet Sauvignon,"California,USA",80.6
2932,Tablas Creek,White,55.24,Esprit de Tablas,"California,USA",87.9
2933,J Lohr,Sparkling,80.56,Cuvée St. E,"California,USA",88.6
2934,Daou,Dessert,69.11,Soul of a Lion,"California,USA",99.3
2935,Saxum,Fortified,33.62,James Berry Vineyard Red,"California,USA",93.5
2936,Giornata,Sparkling,48.74,Fiano,"California,USA",98.3
2937,Tablas Creek,Rosé,84.71,Patelin de Tablas,"California,USA",86.1
2938,Caliza,Red,66.41,Kän-krēt Grenache,"California,USA",84.4
2939,Patrimony,Rosé,56.68,Cabernet Sauvignon,"California,USA",92.7
2940,L'Aventure,Rosé,71.91,Estate Reserve,"California,USA",99.2
2941,Adelaida,White,61.75,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",97.9
2942,Saxum,White,81.06,G2 Vineyard,"California,USA",83.9
2943,Ledge Vineyards,Rosé,34.48,Estate Grenache Blend,"California,USA",85.6
2944,J Dusi,Sparkling,94.36,Paper Street Zinfandel,"California,USA",97.4
2945,Turley,Sparkling,42.4,Pesenti Vineyard Zinfandel,"California,USA",83.3
2946,LXV,White,47.87,Meso Cabernet Sauvignon,"California,USA",93.6
2947,Tablas Creek,Rosé,46.59,Esprit de Tablas,"California,USA",88.9
2948,J Lohr,White,87.46,Cuvée St. E,"California,USA",94.5
2949,Daou,Sparkling,86.51,Soul of a Lion,"California,USA",97.5
2950,Saxum,Fortified,88.25,James Berry Vineyard Red,"California,USA",98.5
2951,Giornata,Sparkling,51.85,Fiano,"California,USA",95.8
2952,Tablas Creek,Sparkling,69.49,Patelin de Tablas,"California,USA",82.5
2953,Caliza,Rosé,82.38,Kän-krēt Grenache,"California,USA",91.5
2954,Patrimony,Red,93.43,Cabernet Sauvignon,"California,USA",94.7
2955,L'Aventure,Sparkling,26.99,Estate Reserve,"California,USA",98.4
2956,Adelaida,Fortified,67.39,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",86.3
2957,Saxum,Dessert,51.78,G2 Vineyard,"California,USA",89.6
2958,Ledge Vineyards,Fortified,62.8,Estate Grenache Blend,"California,USA",86.1
2959,J Dusi,Sparkling,37.37,Paper Street Zinfandel,"California,USA",83.3
2960,Turley,Sparkling,87.5,Pesenti Vineyard Zinfandel,"California,USA",96.2
2961,LXV,Red,97.76,Meso Cabernet Sauvignon,"California,USA",82.5
2962,Tablas Creek,Fortified,64.01,Esprit de Tablas,"California,USA",83.9
2963,J Lohr,Rosé,91.15,Cuvée St. E,"California,USA",87.1
2964,Daou,Dessert,50.45,Soul of a Lion,"California,USA",90.7
2965,Saxum,Sparkling,54.57,James Berry Vineyard Red,"California,USA",98.0
2966,Giornata,Rosé,41.75,Fiano,"California,USA",99.1
2967,Tablas Creek,Rosé,27.32,Patelin de Tablas,"California,USA",87.4
2968,Caliza,Sparkling,50.43,Kän-krēt Grenache,"California,USA",93.6
2969,Patrimony,Dessert,76.69,Cabernet Sauvignon,"California,USA",97.1
2970,L'Aventure,Dessert,94.77,Estate Reserve,"California,USA",86.9
2971,Adelaida,Red,27.92,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",85.7
2972,Saxum,Sparkling,27.24,G2 Vineyard,"California,USA",86.2
2973,Ledge Vineyards,Fortified,10.66,Estate Grenache Blend,"California,USA",95.7
2974,J Dusi,Dessert,15.96,Paper Street Zinfandel,"California,USA",84.9
2975,Turley,Rosé,89.36,Pesenti Vineyard Zinfandel,"California,USA",89.4
2976,LXV,Sparkling,13.7,Meso Cabernet Sauvignon,"California,USA",91.1
2977,Tablas Creek,Fortified,23.27,Esprit de Tablas,"California,USA",91.8
2978,J Lohr,Rosé,34.97,Cuvée St. E,"California,USA",89.2
2979,Daou,Dessert,91.35,Soul of a Lion,"California,USA",80.1
2980,Saxum,Fortified,46.67,James Berry Vineyard Red,"California,USA",95.5
2981,Giornata,Dessert,92.23,Fiano,"California,USA",82.5
2982,Tablas Creek,Sparkling,27.81,Patelin de Tablas,"California,USA",99.9
2983,Caliza,White,94.66,Kän-krēt Grenache,"California,USA",89.8
2984,Patrimony,Fortified,24.74,Cabernet Sauvignon,"California,USA",94.2
2985,L'Aventure,Red,89.02,Estate Reserve,"California,USA",88.4
2986,Adelaida,White,66.22,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.3
2987,Saxum,Dessert,86.26,G2 Vineyard,"California,USA",83.6
2988,Ledge Vineyards,White,75.66,Estate Grenache Blend,"California,USA",86.4
2989,J Dusi,Rosé,13.29,Paper Street Zinfandel,"California,USA",97.9
2990,Turley,Fortified,62.05,Pesenti Vineyard Zinfandel,"California,USA",91.7
2991,LXV,Fortified,24.0,Meso Cabernet Sauvignon,"California,USA",86.1
2992,Tablas Creek,Rosé,23.63,Esprit de Tablas,"California,USA",95.5
2993,J Lohr,Red,33.2,Cuvée St. E,"California,USA",93.8
2994,Daou,Dessert,31.2,Soul of a Lion,"California,USA",87.0
2995,Saxum,Dessert,22.2,James Berry Vineyard Red,"California,USA",85.6
2996,Giornata,Rosé,33.87,Fiano,"California,USA",95.7
2997,Tablas Creek,Rosé,86.9,Patelin de Tablas,"California,USA",99.8
2998,Caliza,Fortified,85.84,Kän-krēt Grenache,"California,USA",80.2
2999,Patrimony,Rosé,11.52,Cabernet Sauvignon,"California,USA",92.4
3000,L'Aventure,Fortified,14.57,Estate Reserve,"California,USA",93.2
3001,Adelaida,Rosé,66.02,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",95.7
3002,Saxum,White,83.28,G2 Vineyard,"California,USA",87.9
3003,Ledge Vineyards,Rosé,72.14,Estate Grenache Blend,"California,USA",91.7
3004,J Dusi,Red,36.44,Paper Street Zinfandel,"California,USA",91.1
3005,Turley,Sparkling,16.49,Pesenti Vineyard Zinfandel,"California,USA",83.4
3006,LXV,Dessert,31.42,Meso Cabernet Sauvignon,"California,USA",92.3
3007,Tablas Creek,Rosé,18.38,Esprit de Tablas,"California,USA",99.3
3008,J Lohr,Red,96.97,Cuvée St. E,"California,USA",83.0
3009,Daou,White,36.07,Soul of a Lion,"California,USA",82.1
3010,Saxum,Fortified,25.06,James Berry Vineyard Red,"California,USA",90.6
3011,Giornata,White,70.56,Fiano,"California,USA",92.7
3012,Tablas Creek,Fortified,44.23,Patelin de Tablas,"California,USA",93.4
3013,Caliza,Sparkling,43.4,Kän-krēt Grenache,"California,USA",93.7
3014,Patrimony,Dessert,51.15,Cabernet Sauvignon,"California,USA",99.5
3015,L'Aventure,Red,10.62,Estate Reserve,"California,USA",94.1
3016,Adelaida,Fortified,40.89,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",83.4
3017,Saxum,Rosé,31.72,G2 Vineyard,"California,USA",81.5
3018,Ledge Vineyards,Red,36.84,Estate Grenache Blend,"California,USA",90.1
3019,J Dusi,Red,27.41,Paper Street Zinfandel,"California,USA",96.1
3020,Turley,Rosé,56.58,Pesenti Vineyard Zinfandel,"California,USA",82.1
3021,LXV,Dessert,61.83,Meso Cabernet Sauvignon,"California,USA",88.6
3022,Tablas Creek,Rosé,60.69,Esprit de Tablas,"California,USA",86.2
3023,J Lohr,Fortified,94.25,Cuvée St. E,"California,USA",94.4
3024,Daou,Red,98.41,Soul of a Lion,"California,USA",92.7
3025,Saxum,Dessert,25.3,James Berry Vineyard Red,"California,USA",88.7
3026,Giornata,Rosé,74.78,Fiano,"California,USA",92.0
3027,Tablas Creek,Fortified,21.86,Patelin de Tablas,"California,USA",96.2
3028,Caliza,Sparkling,13.47,Kän-krēt Grenache,"California,USA",95.9
3029,Patrimony,Rosé,35.09,Cabernet Sauvignon,"California,USA",94.0
3030,L'Aventure,Red,50.89,Estate Reserve,"California,USA",84.6
3031,Adelaida,White,29.37,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.1
3032,Saxum,Sparkling,52.88,G2 Vineyard,"California,USA",87.2
3033,Ledge Vineyards,Fortified,99.06,Estate Grenache Blend,"California,USA",85.4
3034,J Dusi,Dessert,45.13,Paper Street Zinfandel,"California,USA",92.1
3035,Turley,Sparkling,61.07,Pesenti Vineyard Zinfandel,"California,USA",90.3
3036,LXV,Rosé,83.35,Meso Cabernet Sauvignon,"California,USA",96.8
3037,Tablas Creek,Dessert,71.86,Esprit de Tablas,"California,USA",92.3
3038,J Lohr,Rosé,68.51,Cuvée St. E,"California,USA",92.1
3039,Daou,White,26.54,Soul of a Lion,"California,USA",92.7
3040,Saxum,Fortified,50.53,James Berry Vineyard Red,"California,USA",80.3
3041,Giornata,Dessert,33.38,Fiano,"California,USA",88.9
3042,Tablas Creek,Red,67.67,Patelin de Tablas,"California,USA",99.1
3043,Caliza,White,37.16,Kän-krēt Grenache,"California,USA",87.1
3044,Patrimony,White,76.39,Cabernet Sauvignon,"California,USA",81.1
3045,L'Aventure,Red,67.43,Estate Reserve,"California,USA",88.2
3046,Adelaida,Red,93.52,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",96.1
3047,Saxum,Rosé,50.52,G2 Vineyard,"California,USA",93.3
3048,Ledge Vineyards,Dessert,12.22,Estate Grenache Blend,"California,USA",98.6
3049,J Dusi,Sparkling,71.12,Paper Street Zinfandel,"California,USA",88.0
3050,Turley,Rosé,37.66,Pesenti Vineyard Zinfandel,"California,USA",95.3
3051,LXV,Red,76.09,Meso Cabernet Sauvignon,"California,USA",98.3
3052,Tablas Creek,Rosé,83.33,Esprit de Tablas,"California,USA",93.8
3053,J Lohr,Fortified,49.99,Cuvée St. E,"California,USA",87.6
3054,Daou,White,69.43,Soul of a Lion,"California,USA",99.4
3055,Saxum,Sparkling,76.73,James Berry Vineyard Red,"California,USA",99.5
3056,Giornata,Rosé,97.45,Fiano,"California,USA",94.1
3057,Tablas Creek,White,37.33,Patelin de Tablas,"California,USA",98.2
3058,Caliza,Dessert,75.66,Kän-krēt Grenache,"California,USA",80.0
